Day,Month,date,Year, Temperature (øF) Max,Temperature (øF) Min,Dew Point (øF) Max,Dew Point (øF) Min,Humidity Max,Humidity Min,Wind Speed Max, Wind Speed Min,Pressure Max,Pressure Min
24,11,24.11.2005,2005,91,68,61,0,50,14,12,0,30,0
25,11,25.11.2005,2005,90,64,77,36,89,18,14,0,30,0
26,11,26.11.2005,2005,88,64,64,39,78,22,6,0,30,30
27,11,27.11.2005,2005,88,54,64,37,88,19,14,0,30,0
28,11,28.11.2005,2005,82,0,37,0,34,0,17,0,30,30
29,11,29.11.2005,2005,79,59,41,0,48,15,16,0,30,0
30,11,30.11.2005,2005,79,57,43,36,48,24,12,0,30,0
1,12,01.12.2005,2005,81,55,41,0,48,7,14,0,30,30
2,12,02.12.2005,2005,82,0,46,0,43,0,18,0,30,0
3,12,03.12.2005,2005,82,52,54,16,71,10,8,0,30,30
4,12,04.12.2005,2005,82,52,50,19,72,11,10,0,30,0
5,12,05.12.2005,2005,84,0,45,0,48,0,8,0,30,0
6,12,06.12.2005,2005,86,54,63,36,73,22,8,0,30,0
7,12,07.12.2005,2005,90,0,61,0,83,0,10,0,30,0
8,12,08.12.2005,2005,88,57,63,36,83,17,8,0,30,0
9,12,09.12.2005,2005,91,0,61,0,88,0,8,0,30,0
10,12,10.12.2005,2005,86,0,45,0,46,0,17,0,30,0
11,12,11.12.2005,2005,93,0,52,0,56,0,12,0,30,0
12,12,12.12.2005,2005,82,57,43,0,48,10,10,0,30,0
13,12,13.12.2005,2005,82,0,45,0,49,0,9,0,30,30
14,12,14.12.2005,2005,81,55,61,0,73,14,8,0,30,0
15,12,15.12.2005,2005,82,57,59,43,88,30,10,0,30,0
16,12,16.12.2005,2005,81,0,39,0,48,0,13,0,30,0
17,12,17.12.2005,2005,81,46,55,0,64,16,8,0,30,0
18,12,18.12.2005,2005,81,55,55,30,73,21,9,0,30,0
19,12,19.12.2005,2005,82,57,64,50,88,45,10,0,30,0
20,12,20.12.2005,2005,79,0,64,0,94,0,18,0,30,0
21,12,21.12.2005,2005,79,0,57,0,82,0,7,0,30,0
22,12,22.12.2005,2005,77,0,55,0,77,0,6,0,30,0
23,12,23.12.2005,2005,77,54,61,37,78,28,6,0,30,0
24,12,24.12.2005,2005,79,0,48,0,77,0,10,0,30,0
25,12,25.12.2005,2005,77,55,48,0,55,14,10,0,30,0
26,12,26.12.2005,2005,81,0,63,0,83,0,12,0,30,0
27,12,27.12.2005,2005,79,0,66,0,88,0,16,0,30,30
28,12,28.12.2005,2005,84,0,66,0,94,0,14,0,30,0
29,12,29.12.2005,2005,82,57,61,34,68,23,12,0,30,30
30,12,30.12.2005,2005,81,0,61,0,82,0,8,0,30,30
31,12,31.12.2005,2005,77,55,46,0,67,19,10,0,30,0
1,1,01.01.2006,2006,75,0,50,0,72,0,21,0,30,0
2,1,02.01.2006,2006,70,0,50,0,72,0,13,0,30,30
3,1,03.01.2006,2006,70,0,28,0,31,0,12,0,30,0
4,1,04.01.2006,2006,72,0,27,0,40,0,96,0,30,0
5,1,05.01.2006,2006,72,0,27,0,39,0,14,0,30,0
6,1,06.01.2006,2006,72,0,73,-11,88,0,116,0,30,0
7,1,07.01.2006,2006,72,45,23,0,37,6,22,0,30,30
8,1,08.01.2006,2006,73,0,25,0,37,0,18,0,30,0
9,1,09.01.2006,2006,77,0,39,0,31,0,12,0,30,0
10,1,10.01.2006,2006,79,0,54,0,68,0,9,0,30,30
11,1,11.01.2006,2006,79,55,57,16,77,10,12,0,30,0
12,1,12.01.2006,2006,79,0,59,0,78,0,9,0,30,0
13,1,13.01.2006,2006,81,0,66,0,88,0,12,0,30,0
14,1,14.01.2006,2006,82,0,66,0,94,0,7,0,30,30
15,1,15.01.2006,2006,82,57,66,48,94,30,7,0,30,0
16,1,16.01.2006,2006,81,0,68,0,94,0,13,0,30,30
17,1,17.01.2006,2006,79,68,68,50,88,36,25,0,30,0
18,1,18.01.2006,2006,79,0,57,0,77,0,17,0,30,0
19,1,19.01.2006,2006,79,0,207,0,78,0,12,0,30,30
20,1,20.01.2006,2006,77,55,55,45,82,38,10,0,30,0
21,1,21.01.2006,2006,77,50,52,41,94,28,10,0,30,0
22,1,22.01.2006,2006,95,54,57,39,67,23,90,0,30,0
23,1,23.01.2006,2006,81,55,54,28,82,17,10,0,30,0
24,1,24.01.2006,2006,79,0,45,0,59,0,8,0,30,0
25,1,25.01.2006,2006,81,54,57,30,73,17,8,0,30,0
26,1,26.01.2006,2006,84,54,54,0,82,15,7,0,30,30
27,1,27.01.2006,2006,84,54,50,0,63,15,8,0,30,0
28,1,28.01.2006,2006,81,0,61,0,78,0,10,0,30,0
29,1,29.01.2006,2006,81,0,63,0,88,0,7,0,30,0
30,1,30.01.2006,2006,84,59,59,37,88,19,14,0,30,0
31,1,31.01.2006,2006,82,52,55,43,82,28,9,0,30,30
1,2,01.02.2006,2006,84,0,72,0,82,0,12,0,30,30
2,2,02.02.2006,2006,88,63,55,36,68,16,15,0,30,0
3,2,03.02.2006,2006,91,52,46,0,76,14,13,0,30,0
4,2,04.02.2006,2006,91,61,50,0,59,16,9,0,30,0
5,2,05.02.2006,2006,90,57,57,36,64,16,15,0,30,0
6,2,06.02.2006,2006,86,59,66,43,88,25,17,0,30,30
7,2,07.02.2006,2006,84,64,68,59,88,51,12,0,30,0
8,2,08.02.2006,2006,90,64,68,41,94,18,10,0,30,0
9,2,09.02.2006,2006,91,59,63,28,94,12,15,0,30,0
10,2,10.02.2006,2006,93,63,55,39,52,16,10,0,30,30
11,2,11.02.2006,2006,90,61,63,37,69,17,14,0,30,30
12,2,12.02.2006,2006,88,64,66,59,83,43,10,0,30,30
13,2,13.02.2006,2006,84,68,68,52,88,37,14,0,30,0
14,2,14.02.2006,2006,86,0,66,0,78,0,23,0,30,0
15,2,15.02.2006,2006,84,70,66,61,88,45,16,7,30,0
16,2,16.02.2006,2006,84,72,68,63,83,48,15,6,30,0
17,2,17.02.2006,2006,86,72,70,64,83,48,13,0,30,0
18,2,18.02.2006,2006,88,0,70,0,83,0,13,0,30,30
19,2,19.02.2006,2006,84,72,68,64,83,55,15,0,30,0
20,2,20.02.2006,2006,88,72,70,64,83,46,12,0,30,0
21,2,21.02.2006,2006,91,0,70,0,88,0,14,0,30,0
22,2,22.02.2006,2006,91,0,68,0,88,0,15,0,30,0
23,2,23.02.2006,2006,91,0,66,0,88,0,12,0,30,0
24,2,24.02.2006,2006,90,68,66,55,88,36,16,0,30,0
25,2,25.02.2006,2006,86,73,66,46,78,28,20,0,30,0
26,2,26.02.2006,2006,86,72,64,28,78,12,15,0,30,0
27,2,27.02.2006,2006,88,61,55,25,63,10,13,0,30,0
28,2,28.02.2006,2006,91,63,52,0,52,10,14,0,30,0
1,3,01.03.2006,2006,90,57,63,28,73,11,12,0,30,0
2,3,02.03.2006,2006,88,68,66,52,88,29,10,0,30,30
3,3,03.03.2006,2006,91,64,68,34,100,15,921,0,30,30
4,3,04.03.2006,2006,84,0,68,0,88,0,14,0,30,0
5,3,05.03.2006,2006,88,0,66,0,88,0,15,0,30,0
6,3,06.03.2006,2006,86,0,64,0,78,0,15,0,30,0
7,3,07.03.2006,2006,86,66,66,59,88,40,14,0,30,30
8,3,08.03.2006,2006,84,0,64,0,78,0,22,0,30,0
9,3,09.03.2006,2006,84,70,52,45,49,25,22,0,30,0
10,3,10.03.2006,2006,84,68,54,46,56,28,21,0,30,0
11,3,11.03.2006,2006,86,0,66,0,73,0,14,0,30,0
12,3,12.03.2006,2006,82,0,70,0,83,0,16,0,30,0
13,3,13.03.2006,2006,86,0,70,0,83,0,18,0,30,0
14,3,14.03.2006,2006,90,70,66,23,78,9,14,0,30,0
15,3,15.03.2006,2006,88,63,63,45,69,23,13,0,30,30
16,3,16.03.2006,2006,90,63,61,36,82,16,12,0,30,0
17,3,17.03.2006,2006,93,66,63,34,88,12,13,0,30,0
18,3,18.03.2006,2006,91,68,54,34,46,13,15,0,30,30
19,3,19.03.2006,2006,90,0,63,0,73,0,15,0,30,0
20,3,20.03.2006,2006,91,73,68,55,78,29,17,0,30,0
21,3,21.03.2006,2006,91,73,66,61,78,43,12,0,30,0
22,3,22.03.2006,2006,86,73,70,64,83,51,16,0,30,0
23,3,23.03.2006,2006,88,73,70,63,83,45,16,0,30,0
24,3,24.03.2006,2006,88,70,66,59,83,43,15,0,30,0
25,3,25.03.2006,2006,86,72,68,48,88,27,21,0,30,30
26,3,26.03.2006,2006,91,73,66,43,73,18,17,0,30,0
27,3,27.03.2006,2006,95,73,68,37,78,14,13,0,30,0
28,3,28.03.2006,2006,97,68,66,34,83,11,13,0,30,0
29,3,29.03.2006,2006,99,68,63,34,69,12,14,0,30,0
30,3,30.03.2006,2006,97,68,61,0,65,6,14,0,30,0
31,3,31.03.2006,2006,90,73,88,50,74,0,17,0,30,0
1,4,01.04.2006,2006,84,84,0,0,0,0,7,7,0,30
2,4,02.04.2006,2006,100,77,68,45,74,15,21,0,30,0
3,4,03.04.2006,2006,97,77,70,57,74,31,15,0,30,0
4,4,04.04.2006,2006,91,77,82,66,78,0,14,0,30,0
5,4,05.04.2006,2006,97,75,72,57,78,28,14,0,30,0
6,4,06.04.2006,2006,95,75,73,66,79,46,12,0,30,0
7,4,07.04.2006,2006,93,0,75,0,83,0,13,0,30,0
8,4,08.04.2006,2006,95,0,73,0,83,0,18,0,30,0
9,4,09.04.2006,2006,100,0,66,0,65,0,30,0,30,0
10,4,10.04.2006,2006,99,81,61,0,51,7,16,0,30,0
11,4,11.04.2006,2006,100,0,66,0,65,0,12,0,30,0
12,4,12.04.2006,2006,93,0,72,0,78,0,15,0,30,0
13,4,13.04.2006,2006,154,0,70,0,83,0,12,0,30,0
14,4,14.04.2006,2006,93,0,73,0,83,0,14,0,30,0
15,4,15.04.2006,2006,91,0,73,0,89,0,14,0,30,30
16,4,16.04.2006,2006,91,77,73,68,83,46,16,0,30,0
17,4,17.04.2006,2006,91,0,73,0,89,0,16,0,30,0
18,4,18.04.2006,2006,88,0,73,0,83,0,20,0,30,0
19,4,19.04.2006,2006,88,68,73,52,89,0,21,7,30,0
20,4,20.04.2006,2006,88,79,73,70,83,55,17,0,30,30
21,4,21.04.2006,2006,95,79,73,68,83,44,17,0,30,30
22,4,22.04.2006,2006,93,79,73,61,83,34,15,5,30,30
23,4,23.04.2006,2006,91,0,75,0,79,0,23,6,30,0
24,4,24.04.2006,2006,91,0,73,0,83,0,20,0,30,0
25,4,25.04.2006,2006,90,79,73,70,83,55,18,0,30,0
26,4,26.04.2006,2006,90,0,73,0,79,0,20,0,30,0
27,4,27.04.2006,2006,91,0,75,0,79,0,20,10,30,30
28,4,28.04.2006,2006,93,0,84,0,84,0,23,0,30,0
29,4,29.04.2006,2006,91,81,77,72,84,55,18,0,30,30
30,4,30.04.2006,2006,95,0,75,0,83,0,12,0,30,30
1,5,01.05.2006,2006,95,79,75,66,79,41,16,0,30,0
2,5,02.05.2006,2006,93,81,77,68,79,46,163,10,30,0
3,5,03.05.2006,2006,93,0,75,0,79,0,17,0,30,0
4,5,04.05.2006,2006,95,0,75,0,84,0,18,6,30,0
5,5,05.05.2006,2006,93,82,77,72,79,52,16,7,30,0
6,5,06.05.2006,2006,91,0,77,0,84,0,18,0,30,0
7,5,07.05.2006,2006,91,82,77,75,84,63,30,0,30,0
8,5,08.05.2006,2006,95,0,77,0,84,0,21,0,30,0
9,5,09.05.2006,2006,97,82,77,70,84,44,18,6,30,30
10,5,10.05.2006,2006,99,82,77,70,79,41,18,5,30,0
11,5,11.05.2006,2006,93,82,75,0,79,0,21,0,30,30
12,5,12.05.2006,2006,97,82,77,73,79,47,23,0,30,30
13,5,13.05.2006,2006,95,84,79,73,79,59,16,0,30,30
14,5,14.05.2006,2006,93,82,77,75,84,59,16,7,30,30
15,5,15.05.2006,2006,95,82,79,75,84,53,17,0,30,0
16,5,16.05.2006,2006,95,0,79,0,84,0,138,0,30,30
17,5,17.05.2006,2006,91,82,77,73,84,55,17,0,30,0
18,5,18.05.2006,2006,93,0,77,0,79,0,96,0,32,0
19,5,19.05.2006,2006,90,0,77,0,79,0,16,8,30,0
20,5,20.05.2006,2006,90,82,81,75,89,62,23,0,30,29
21,5,21.05.2006,2006,93,75,77,73,94,52,23,0,30,0
22,5,22.05.2006,2006,93,84,77,73,79,52,106,0,30,0
23,5,23.05.2006,2006,93,0,77,0,79,0,23,0,30,0
24,5,24.05.2006,2006,93,84,77,41,79,22,18,0,30,30
25,5,25.05.2006,2006,91,82,77,73,79,55,20,7,30,0
26,5,26.05.2006,2006,93,0,79,0,84,0,29,0,30,0
27,5,27.05.2006,2006,95,0,79,0,84,0,20,0,30,0
28,5,28.05.2006,2006,95,84,77,75,79,53,18,0,30,0
29,5,29.05.2006,2006,99,84,81,75,84,50,16,8,29,0
30,5,30.05.2006,2006,95,84,81,77,79,56,14,0,29,0
31,5,31.05.2006,2006,97,0,81,0,84,0,12,0,29,0
1,6,01.06.2006,2006,93,84,79,75,84,56,12,0,29,0
2,6,02.06.2006,2006,93,84,79,75,84,59,14,0,29,0
3,6,03.06.2006,2006,93,84,77,75,79,56,89,6,29,0
4,6,04.06.2006,2006,93,84,79,75,79,59,21,0,30,29
5,6,05.06.2006,2006,93,0,77,0,79,0,18,0,30,0
6,6,06.06.2006,2006,91,0,77,0,79,0,18,0,30,0
7,6,07.06.2006,2006,93,82,77,73,79,56,23,0,30,30
8,6,08.06.2006,2006,93,84,77,73,74,52,25,8,30,0
9,6,09.06.2006,2006,95,82,77,73,84,49,23,7,30,0
10,6,10.06.2006,2006,93,84,77,72,79,52,22,0,30,0
11,6,11.06.2006,2006,91,81,79,75,84,63,21,0,30,30
12,6,12.06.2006,2006,91,84,77,57,79,33,22,8,30,0
13,6,13.06.2006,2006,91,84,77,73,79,59,23,9,30,0
14,6,14.06.2006,2006,91,84,77,75,79,59,115,0,30,30
15,6,15.06.2006,2006,91,0,77,0,79,0,33,0,30,30
16,6,16.06.2006,2006,91,82,77,73,79,59,23,10,30,30
17,6,17.06.2006,2006,91,84,77,72,74,55,17,10,30,0
18,6,18.06.2006,2006,91,82,77,59,79,42,14,0,30,0
19,6,19.06.2006,2006,93,82,75,70,79,49,159,0,31,0
20,6,20.06.2006,2006,95,84,77,72,79,47,16,0,30,0
21,6,21.06.2006,2006,95,0,77,0,79,0,18,0,30,0
22,6,22.06.2006,2006,106,82,77,64,84,26,15,0,30,0
23,6,23.06.2006,2006,104,84,77,64,74,29,18,0,29,0
24,6,24.06.2006,2006,106,86,75,68,62,33,15,0,29,0
25,6,25.06.2006,2006,100,86,81,72,84,47,12,3,29,0
26,6,26.06.2006,2006,95,86,81,70,84,55,12,0,29,0
27,6,27.06.2006,2006,99,0,81,0,79,0,15,0,29,0
28,6,28.06.2006,2006,97,0,81,0,79,0,16,0,29,0
29,6,29.06.2006,2006,97,0,81,0,84,0,18,0,29,0
30,6,30.06.2006,2006,95,0,81,0,75,0,18,0,0,0
1,7,01.07.2006,2006,95,86,81,77,84,56,21,0,29,0
2,7,02.07.2006,2006,97,0,79,0,79,0,17,0,29,0
3,7,03.07.2006,2006,95,32,81,75,79,0,14,6,29,0
4,7,04.07.2006,2006,97,86,81,77,79,59,15,0,29,0
5,7,05.07.2006,2006,95,86,81,77,84,56,20,0,29,0
6,7,06.07.2006,2006,90,86,81,73,84,66,18,8,29,0
7,7,07.07.2006,2006,93,86,81,77,84,59,22,0,29,0
8,7,08.07.2006,2006,91,34,169,77,84,0,53,0,29,0
9,7,09.07.2006,2006,91,84,79,75,84,59,23,0,29,0
10,7,10.07.2006,2006,88,84,79,77,79,70,21,0,29,0
11,7,11.07.2006,2006,90,86,77,75,74,66,23,0,29,0
12,7,12.07.2006,2006,90,84,129,75,84,0,22,0,29,0
13,7,13.07.2006,2006,88,84,81,77,89,74,21,0,29,0
14,7,14.07.2006,2006,91,84,79,77,84,63,25,7,29,0
15,7,15.07.2006,2006,91,81,84,75,89,62,16,0,29,0
16,7,16.07.2006,2006,93,84,77,73,79,56,14,0,29,0
17,7,17.07.2006,2006,93,0,77,0,79,0,9,0,29,0
18,7,18.07.2006,2006,93,84,77,70,79,46,14,0,29,0
19,7,19.07.2006,2006,91,84,77,70,74,49,13,0,30,0
20,7,20.07.2006,2006,91,0,113,0,79,0,14,0,30,0
21,7,21.07.2006,2006,91,0,77,0,84,0,14,6,30,0
22,7,22.07.2006,2006,91,84,77,75,79,59,21,0,29,0
23,7,23.07.2006,2006,198,0,79,0,79,0,21,8,30,0
24,7,24.07.2006,2006,93,0,79,0,84,0,13,0,30,29
25,7,25.07.2006,2006,192,82,77,75,84,4,16,0,30,0
26,7,26.07.2006,2006,90,0,77,0,84,0,21,0,30,0
27,7,27.07.2006,2006,86,0,79,0,84,0,17,0,30,0
28,7,28.07.2006,2006,90,0,77,0,84,0,16,8,29,0
29,7,29.07.2006,2006,90,0,79,0,84,0,18,0,29,0
30,7,30.07.2006,2006,91,77,77,73,100,59,18,0,30,0
31,7,31.07.2006,2006,82,79,81,77,100,84,21,0,30,0
1,8,01.08.2006,2006,82,79,79,77,94,84,14,0,29,0
2,8,02.08.2006,2006,84,79,77,77,94,79,20,5,29,0
3,8,03.08.2006,2006,84,79,79,77,100,84,9,0,29,0
4,8,04.08.2006,2006,172,0,79,0,94,0,7,0,30,0
5,8,05.08.2006,2006,88,81,79,77,94,70,12,0,30,0
6,8,06.08.2006,2006,84,75,79,73,94,79,12,0,30,0
7,8,07.08.2006,2006,88,79,79,77,94,74,16,0,30,0
8,8,08.08.2006,2006,88,0,79,0,89,0,15,6,30,0
9,8,09.08.2006,2006,88,81,77,75,89,66,14,0,30,0
10,8,10.08.2006,2006,88,79,77,75,89,66,12,0,30,0
11,8,11.08.2006,2006,90,0,81,0,89,0,23,0,30,0
12,8,12.08.2006,2006,97,81,79,75,84,53,14,0,29,0
13,8,13.08.2006,2006,86,77,82,75,100,79,17,0,29,0
14,8,14.08.2006,2006,88,0,81,0,94,0,89,0,29,0
15,8,15.08.2006,2006,90,82,79,77,89,66,12,0,30,0
16,8,16.08.2006,2006,86,81,79,77,89,74,61,0,30,0
17,8,17.08.2006,2006,95,0,81,0,94,0,23,0,30,0
18,8,18.08.2006,2006,95,0,82,0,94,0,13,0,30,0
19,8,19.08.2006,2006,93,82,82,79,89,67,9,0,30,0
20,8,20.08.2006,2006,90,81,81,75,89,75,15,0,30,30
21,8,21.08.2006,2006,84,82,84,77,89,0,15,0,30,0
22,8,22.08.2006,2006,86,81,79,75,89,70,21,0,30,0
23,8,23.08.2006,2006,84,0,79,0,89,0,15,0,30,0
24,8,24.08.2006,2006,86,0,75,0,84,0,16,0,31,30
25,8,25.08.2006,2006,86,81,81,73,100,66,16,0,30,0
26,8,26.08.2006,2006,0,0,0,0,0,0,18,18,0,29
27,8,27.08.2006,2006,86,81,75,73,84,66,35,12,30,0
28,8,28.08.2006,2006,86,73,77,70,88,70,18,0,30,0
29,8,29.08.2006,2006,86,79,75,73,84,70,35,0,30,0
30,8,30.08.2006,2006,86,81,77,72,84,66,15,0,30,30
31,8,31.08.2006,2006,91,81,75,72,84,55,15,0,30,0
1,9,01.09.2006,2006,91,81,75,72,84,55,17,0,30,0
2,9,02.09.2006,2006,88,0,75,0,79,0,15,7,30,30
3,9,03.09.2006,2006,93,81,75,70,79,52,14,0,30,0
4,9,04.09.2006,2006,90,0,75,0,84,0,13,6,30,30
5,9,05.09.2006,2006,93,81,75,73,84,52,14,0,30,30
6,9,06.09.2006,2006,95,81,77,73,84,53,18,6,30,0
7,9,07.09.2006,2006,93,81,77,73,84,55,15,0,30,0
8,9,08.09.2006,2006,84,0,77,0,94,0,13,0,30,30
9,9,09.09.2006,2006,86,79,82,73,94,0,12,0,30,30
10,9,10.09.2006,2006,86,68,77,73,84,0,13,0,30,30
11,9,11.09.2006,2006,84,81,84,73,84,0,16,0,30,0
12,9,12.09.2006,2006,86,81,77,73,84,70,16,6,30,0
13,9,13.09.2006,2006,86,81,75,72,84,66,12,3,30,0
14,9,14.09.2006,2006,180,79,75,73,89,5,10,3,30,30
15,9,15.09.2006,2006,91,81,77,73,79,59,9,0,30,30
16,9,16.09.2006,2006,95,81,77,70,84,44,8,0,30,30
17,9,17.09.2006,2006,102,81,77,70,84,35,8,0,30,0
18,9,18.09.2006,2006,102,79,77,64,78,29,12,0,30,29
19,9,19.09.2006,2006,102,0,82,0,84,0,8,0,30,0
20,9,20.09.2006,2006,100,82,79,68,84,35,7,0,30,30
21,9,21.09.2006,2006,100,86,79,70,79,37,10,0,30,30
22,9,22.09.2006,2006,95,0,79,0,84,0,12,0,30,30
23,9,23.09.2006,2006,97,82,79,72,84,44,7,0,30,30
24,9,24.09.2006,2006,97,0,79,0,84,0,12,0,30,30
25,9,25.09.2006,2006,95,84,77,73,79,53,9,0,30,30
26,9,26.09.2006,2006,93,82,77,72,84,49,10,0,30,0
27,9,27.09.2006,2006,97,82,77,72,84,44,12,0,30,0
28,9,28.09.2006,2006,91,81,75,72,84,55,10,0,30,0
29,9,29.09.2006,2006,91,0,75,0,79,0,14,0,30,0
30,9,30.09.2006,2006,198,82,77,73,79,4,12,0,30,0
1,10,01.10.2006,2006,0,0,0,0,0,0,0,0,0,0
2,10,02.10.2006,2006,95,81,79,72,89,47,14,0,30,0
3,10,03.10.2006,2006,104,84,79,75,84,42,14,0,30,0
4,10,04.10.2006,2006,91,0,79,0,89,0,12,0,30,0
5,10,05.10.2006,2006,91,0,79,0,79,0,16,0,30,30
6,10,06.10.2006,2006,91,82,79,75,79,59,16,5,30,30
7,10,07.10.2006,2006,91,81,77,73,79,59,101,0,30,0
8,10,08.10.2006,2006,91,82,75,72,79,52,13,0,32,0
9,10,09.10.2006,2006,91,0,75,0,79,0,100,0,32,30
10,10,10.10.2006,2006,91,81,75,72,79,52,12,0,30,0
11,10,11.10.2006,2006,180,34,77,72,79,0,100,5,30,0
12,10,12.10.2006,2006,192,0,75,0,84,0,17,0,30,0
13,10,13.10.2006,2006,91,82,77,73,79,59,99,0,30,0
14,10,14.10.2006,2006,93,0,77,0,89,0,8,0,30,30
15,10,15.10.2006,2006,93,79,75,72,89,52,9,0,31,0
16,10,16.10.2006,2006,93,66,75,61,84,49,9,0,30,30
17,10,17.10.2006,2006,91,77,75,73,94,59,9,0,30,0
18,10,18.10.2006,2006,91,0,79,0,89,0,13,0,30,0
19,10,19.10.2006,2006,91,73,109,73,84,0,14,0,30,30
20,10,20.10.2006,2006,99,81,108,68,84,0,14,0,30,0
21,10,21.10.2006,2006,95,0,73,0,79,0,9,0,30,30
22,10,22.10.2006,2006,93,81,75,68,84,49,10,0,30,30
23,10,23.10.2006,2006,93,77,75,68,89,46,18,0,30,0
24,10,24.10.2006,2006,97,0,73,0,74,0,76,0,31,30
25,10,25.10.2006,2006,97,0,72,0,78,0,7,0,31,30
26,10,26.10.2006,2006,97,75,68,52,69,23,81,0,30,30
27,10,27.10.2006,2006,100,0,73,0,74,0,13,0,30,0
28,10,28.10.2006,2006,100,0,73,0,83,0,17,0,30,30
29,10,29.10.2006,2006,97,70,73,52,70,22,17,0,30,0
30,10,30.10.2006,2006,97,75,66,52,61,22,8,0,30,0
31,10,31.10.2006,2006,97,0,68,0,78,0,8,0,30,0
1,11,01.11.2006,2006,95,72,75,57,94,28,8,0,30,0
2,11,02.11.2006,2006,99,68,66,46,83,18,63,0,30,30
3,11,03.11.2006,2006,95,72,64,48,61,20,12,0,30,30
4,11,04.11.2006,2006,97,72,66,48,83,19,7,0,30,30
5,11,05.11.2006,2006,95,72,72,54,78,25,10,0,30,30
6,11,06.11.2006,2006,90,70,73,64,88,49,10,0,30,30
7,11,07.11.2006,2006,93,81,75,70,79,49,10,0,30,30
8,11,08.11.2006,2006,95,75,75,68,94,41,7,0,30,30
9,11,09.11.2006,2006,95,77,93,45,89,0,7,0,30,0
10,11,10.11.2006,2006,97,68,136,46,69,0,6,0,30,30
11,11,11.11.2006,2006,95,68,57,41,56,16,58,0,30,0
12,11,12.11.2006,2006,93,0,68,0,74,0,8,0,30,0
13,11,13.11.2006,2006,91,68,70,52,88,27,7,0,30,0
14,11,14.11.2006,2006,93,0,64,0,73,0,6,0,30,0
15,11,15.11.2006,2006,93,0,64,0,83,0,10,0,30,30
16,11,16.11.2006,2006,91,0,64,0,78,0,10,0,30,0
17,11,17.11.2006,2006,90,68,68,59,73,38,8,0,30,0
18,11,18.11.2006,2006,91,66,68,59,88,36,8,0,30,30
19,11,19.11.2006,2006,88,68,66,57,78,35,7,0,30,0
20,11,20.11.2006,2006,90,0,72,0,88,0,8,0,30,0
21,11,21.11.2006,2006,90,68,72,61,88,38,20,0,30,30
22,11,22.11.2006,2006,88,75,72,52,83,29,10,0,30,0
23,11,23.11.2006,2006,88,0,55,0,57,0,8,0,30,30
24,11,24.11.2006,2006,86,63,55,36,59,17,6,0,30,30
25,11,25.11.2006,2006,86,0,75,0,74,0,7,0,30,30
26,11,26.11.2006,2006,192,61,59,43,68,2,7,0,30,0
27,11,27.11.2006,2006,84,61,113,54,77,0,9,0,30,0
28,11,28.11.2006,2006,84,50,63,45,88,35,10,0,30,0
29,11,29.11.2006,2006,82,68,66,46,94,41,7,0,30,0
30,11,30.11.2006,2006,82,63,59,46,72,30,8,0,30,30
1,12,01.12.2006,2006,82,0,59,0,64,0,8,0,30,30
2,12,02.12.2006,2006,84,63,55,45,68,27,7,0,30,0
3,12,03.12.2006,2006,75,0,61,0,88,0,14,0,30,0
4,12,04.12.2006,2006,135,57,113,55,100,54,17,0,31,30
5,12,05.12.2006,2006,72,57,59,41,100,33,8,0,30,30
6,12,06.12.2006,2006,73,54,52,37,82,29,8,0,32,30
7,12,07.12.2006,2006,72,54,48,39,72,31,8,0,30,0
8,12,08.12.2006,2006,72,54,50,41,88,33,12,0,30,0
9,12,09.12.2006,2006,77,0,55,0,77,0,8,0,30,30
10,12,10.12.2006,2006,88,59,68,39,82,26,16,0,30,0
11,12,11.12.2006,2006,79,0,46,0,87,0,8,0,30,30
12,12,12.12.2006,2006,77,0,45,0,67,0,7,0,30,0
13,12,13.12.2006,2006,79,55,50,39,63,26,7,0,30,0
14,12,14.12.2006,2006,77,39,48,37,93,26,14,0,30,30
15,12,15.12.2006,2006,81,0,57,0,73,0,8,0,30,0
16,12,16.12.2006,2006,82,61,66,43,77,25,9,0,30,0
17,12,17.12.2006,2006,84,63,52,45,59,25,14,0,30,0
18,12,18.12.2006,2006,84,59,61,45,73,37,9,0,30,30
19,12,19.12.2006,2006,84,61,64,57,94,40,7,0,30,30
20,12,20.12.2006,2006,81,61,64,57,94,57,6,0,30,30
21,12,21.12.2006,2006,81,59,59,43,83,28,690,0,30,0
22,12,22.12.2006,2006,77,46,64,37,71,0,21,0,30,30
23,12,23.12.2006,2006,81,0,50,0,63,0,9,0,30,30
24,12,24.12.2006,2006,84,59,50,43,67,25,9,0,30,30
25,12,25.12.2006,2006,77,63,54,41,64,29,13,0,30,0
26,12,26.12.2006,2006,79,0,57,0,77,0,6,0,30,0
27,12,27.12.2006,2006,77,57,70,46,77,0,10,0,30,0
28,12,28.12.2006,2006,0,0,0,0,0,0,0,0,0,30
29,12,29.12.2006,2006,79,57,63,48,78,41,6,0,30,0
30,12,30.12.2006,2006,79,0,66,0,88,0,7,0,30,30
31,12,31.12.2006,2006,82,59,66,57,100,47,69,0,30,30
1,1,01.01.2007,2007,79,0,63,0,94,0,12,0,30,30
2,1,02.01.2007,2007,79,59,50,43,63,28,8,0,30,30
3,1,03.01.2007,2007,75,57,52,45,82,34,8,0,30,0
4,1,04.01.2007,2007,73,0,46,0,59,0,12,0,32,0
5,1,05.01.2007,2007,73,52,45,0,44,11,8,0,30,30
